threshold,CER,RR,CER_change
-0.001,0.32043734230445753,0.0,0.0
0.03588923066854477,0.32043734230445753,0.002109704641350211,0.0
0.040951721370220184,0.32043734230445753,0.004219409282700422,0.0
0.04212449491024017,0.32043734230445753,0.006329113924050633,0.0
0.04251914471387863,0.32043734230445753,0.008438818565400843,0.0
0.04396282136440277,0.32043734230445753,0.010548523206751054,0.0
0.04714014008641243,0.32043734230445753,0.012658227848101266,0.0
0.05340799316763878,0.32043734230445753,0.014767932489451477,0.0
0.05776868760585785,0.32043734230445753,0.016877637130801686,0.0
0.05831590294837952,0.32043734230445753,0.0189873417721519,0.0
0.05977218598127365,0.3208578637510513,0.0189873417721519,0.000420521446593769
0.06099014729261398,0.32043734230445753,0.0189873417721519,0.0
0.06117348372936249,0.3203322119428091,0.0189873417721519,-0.00010513036164844225
0.06550070643424988,0.3203322119428091,0.02109704641350211,-0.00010513036164844225
0.07053600251674652,0.3203322119428091,0.023206751054852322,-0.00010513036164844225
0.07299059629440308,0.3203322119428091,0.02531645569620253,-0.00010513036164844225
0.07484617829322815,0.3203322119428091,0.027426160337552744,-0.00010513036164844225
0.07599421590566635,0.32075273338940286,0.027426160337552744,0.00031539108494532675
0.0779338926076889,0.32075273338940286,0.029535864978902954,0.00031539108494532675
0.0791533887386322,0.32075273338940286,0.03164556962025317,0.00031539108494532675
0.0794561579823494,0.32075273338940286,0.03164556962025317,0.00031539108494532675
0.07957802712917328,0.32075273338940286,0.03375527426160337,0.00031539108494532675
0.0798318088054657,0.32075273338940286,0.035864978902953586,0.00031539108494532675
0.08005882799625397,0.32075273338940286,0.0379746835443038,0.00031539108494532675
0.08179110288619995,0.32075273338940286,0.04008438818565401,0.00031539108494532675
0.08458128571510315,0.3211732548359966,0.04008438818565401,0.0007359125315390957
0.08683569729328156,0.3211732548359966,0.04219409282700422,0.0007359125315390957
0.08803249150514603,0.32169890664423884,0.04219409282700422,0.001261564339781307
0.08914276957511902,0.32169890664423884,0.04430379746835443,0.001261564339781307
0.09031756222248077,0.32169890664423884,0.046413502109704644,0.001261564339781307
0.0908617377281189,0.32169890664423884,0.04852320675105485,0.001261564339781307
0.09138279408216476,0.32169890664423884,0.05063291139240506,0.001261564339781307
0.09183675050735474,0.32169890664423884,0.052742616033755275,0.001261564339781307
0.0927877277135849,0.32169890664423884,0.05485232067510549,0.001261564339781307
0.09389160573482513,0.32169890664423884,0.056962025316455694,0.001261564339781307
0.09503240138292313,0.32169890664423884,0.05907172995780591,0.001261564339781307
0.09726394712924957,0.32169890664423884,0.06118143459915612,0.001261564339781307
0.09950005263090134,0.32211942809083266,0.06118143459915612,0.0016820857863751315
0.10012393444776535,0.3227502102607233,0.06118143459915612,0.002312867956265785
0.1002446636557579,0.32338099243061397,0.06118143459915612,0.0029436501261564385
0.1008729562163353,0.32338099243061397,0.06329113924050633,0.0029436501261564385
0.10153508186340332,0.32338099243061397,0.06540084388185655,0.0029436501261564385
0.10180108994245529,0.3242220353238015,0.06540084388185655,0.0037846930193439765
0.10205543786287308,0.3242220353238015,0.06751054852320675,0.0037846930193439765
0.1040945053100586,0.3242220353238015,0.06962025316455696,0.0037846930193439765
0.10705813020467758,0.3242220353238015,0.07172995780590717,0.0037846930193439765
0.10869693756103516,0.3242220353238015,0.07383966244725738,0.0037846930193439765
0.10974916815757751,0.3242220353238015,0.0759493670886076,0.0037846930193439765
0.11054942011833191,0.3242220353238015,0.07805907172995781,0.0037846930193439765
0.11125002801418304,0.3242220353238015,0.08016877637130802,0.0037846930193439765
0.11188216507434845,0.3242220353238015,0.08227848101265822,0.0037846930193439765
0.1128375232219696,0.3242220353238015,0.08438818565400844,0.0037846930193439765
0.1136021837592125,0.3242220353238015,0.08649789029535865,0.0037846930193439765
0.11382657289505005,0.3242220353238015,0.08860759493670886,0.0037846930193439765
0.11412294954061508,0.3242220353238015,0.09071729957805907,0.0037846930193439765
0.11464312672615051,0.3242220353238015,0.09282700421940929,0.0037846930193439765
0.11540462076663971,0.3242220353238015,0.0949367088607595,0.0037846930193439765
0.11602610349655151,0.3242220353238015,0.0970464135021097,0.0037846930193439765
0.11803513765335083,0.3242220353238015,0.0970464135021097,0.0037846930193439765
0.12002940475940704,0.3242220353238015,0.09915611814345991,0.0037846930193439765
0.12035347521305084,0.3242220353238015,0.10126582278481013,0.0037846930193439765
0.12137269973754883,0.3242220353238015,0.10337552742616034,0.0037846930193439765
0.12230496108531952,0.3242220353238015,0.10548523206751055,0.0037846930193439765
0.12232214212417603,0.32411690496215306,0.10548523206751055,0.0036795626576955343
0.12242567539215088,0.32411690496215306,0.10759493670886076,0.0036795626576955343
0.12290974706411362,0.3239066442388562,0.10759493670886076,0.0034693019343986498
0.12410097569227219,0.3236963835155593,0.10759493670886076,0.0032590412111017653
0.12497201561927795,0.3236963835155593,0.10970464135021098,0.0032590412111017653
0.1257832944393158,0.3236963835155593,0.11181434599156118,0.0032590412111017653
0.1267692744731903,0.3236963835155593,0.11392405063291139,0.0032590412111017653
0.127506285905838,0.3236963835155593,0.1160337552742616,0.0032590412111017653
0.12818001210689545,0.3240117746005046,0.1160337552742616,0.003574432296047092
0.12900914251804352,0.3240117746005046,0.11814345991561181,0.003574432296047092
0.12973269820213318,0.3240117746005046,0.12025316455696203,0.003574432296047092
0.13000622391700745,0.3240117746005046,0.12236286919831224,0.003574432296047092
0.1316482424736023,0.3240117746005046,0.12447257383966245,0.003574432296047092
